doi	title	journal	year	contentState	reason	note	route
10.1109/tpami.2026.3688337	Beyond Sparsity: Receptive Field Expansion and Cross-Task Fusion for LiDAR Multi-Task Perception	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3658485	Recent Advances of Multimodal Continual Learning: A Comprehensive Survey	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tdsc.2026.3703498	ShadowCode: Toward (Automatic) External Prompt Injection Attack Against Code LLMs	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tdsc.2026.3702151	TrojanGPL: Vulnerability Analysis and Mitigation of Backdoor Attacks on Graph Prompt Learning	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3669921	Focus on Your Focus (FOYF): Cross-Domain Few-Shot Semantic Segmentation by Attention Specialization	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108960	BIVIP: a competitive neural network for bilateral visuo-haptic processing	Neural Networks	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tpami.2026.3684742	Learning When and How to Update Memory for Video Object Segmentation	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3689213	Utility-Preserving Federated Graph Learning With Dual-Perspective Fairness	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.109582	Self-Supervised Multi-modal Imitation Learning under Skewed Trajectory Demonstrations	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108935	On the approximation capability of shallow and deep neural networks having smooth activations with respect to the Sobolev norm	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tkde.2026.3702049	Query Refinement for Radius-Bounded $k$-Core Queries	IEEE Transactions on Knowledge and Data Engineering	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tdsc.2026.3696118	Privacy-Aware Task Scheduling in Satellite Edge Computing: A Game-Theoretic Framework	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/s0893-6080(26)00677-5	CURRENT EVENTS	Neural Networks	2026	pending	non_research_document	标题表明这是 CURRENT EVENTS 期刊动态页面，属于非研究性文档；仅保留作来源审计。	elsevier
10.1016/j.neunet.2026.108886	Quantification via gaussian latent space representations	Neural Networks	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tpami.2026.3688816	An Efficient Regenerated Cross-Modal Hashing: Improving Existing Hash Codes With the Arbitrary Length	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.artint.2026.104576	Self-expression property theory guided multi-modal brain graph learning	Artificial Intelligence	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tnnls.2026.3723918	IEEE Transactions on Neural Networks and Learning Systems Information for Authors	IEEE Transactions on Neural Networks and Learning Systems	2026	pending	non_research_document	机构授权 PDF 核验为 IEEE TNNLS 作者投稿须知页，不是研究论文；已排除出研究论文 PDF 库。	ieee
10.1109/tdsc.2026.3698145	Malware Patching Strategies in Edge Intelligence IoT Systems: A Differential Games Approach With Spiking Neural Networks	IEEE Transactions on Dependable and Secure Computing	2026	partial	blocked	PDF 探测时被出版社页面或反爬拦截。	ieee
10.1109/tnnls.2026.3664196	K-Free Dependence Bayesian Classifiers	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108962	Box-enhanced context fusion for citation intent classification	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108952	Energy-preserving shifted bipartite graph learning for unpaired large-scale multi-view clustering	Neural Networks	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tdsc.2026.3697662	PVCA: Privacy-Preserving and Verifiable Cross-System Authorization for Platoon Communications in VANETs	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3672967	CoreKD: A Context-Aware Local Region Structural Contrastive Knowledge Distillation Framework for Object Detection	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tkde.2026.3692662	Performance Optimization Strategies for Data Transmission From Edge to Cloud: A Review	IEEE Transactions on Knowledge and Data Engineering	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3690544	Fractal-Domain Vision Graph Neural Network for Remote Sensing Ground Target Classification	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108876	A hierarchical and privacy-preserving intrusion detection framework for SAGIN-enabled IIot using graph neural networks and deep Q-learning	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tpami.2026.3689564	Interpretable Semantic Medical Image Segmentation With Style and Confidence	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tai.2026.3670777	Improving Neural Architecture Search by Minimizing Worst-Case Validation Loss	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108852	MBDA: A modality-balanced framework with data augmentation and alignment for multimodal emotion recognition	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.artint.2026.104586	Robust and effective multi-agent path execution with timing uncertainty	Artificial Intelligence	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tnnls.2026.3670013	Topology-Optimal Multiple Gossip Steps for Decentralized Federated Learning via Gossip Tensor	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tdsc.2026.3699384	An Anonymous Multi-Authority Key-Policy Attribute-Based Encryption Scheme With Expressive Keyword Search	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108891	A novel dynamic signal Lemma for predefined-time stabilization of high-order nonlinear systems with dynamic uncertainties	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.cose.2026.104958	PUF optimization for IoT device authentication	Computers & Security	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tdsc.2026.3701006	When Gossip Meets Flames: A Gossip Learning Framework for Enhancing UAV Swarm Robustness in Forest Fire Detection	IEEE Transactions on Dependable and Secure Computing	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.cose.2026.104936	A provider-agnostic security framework for PKI-based electronic identity systems: A Swedish case study	Computers & Security	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1016/j.neunet.2026.108957	SALSA-RL: stability analysis in the latent space of actions for reinforcement learning	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.108924	Towards robust deep reinforcement learning-based quantitative trading with neuro-symbolic trend analysis	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1016/j.neunet.2026.109554	A semi-analytical fractional order neural network framework for two-dimensional time fractional reaction-diffusion problems	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1109/tnnls.2026.3658522	Incomplete Multimodal Federated Learning via Masking and Contrasting Prototypes	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3671634	Adaptive Niching-Based Gradient-Accelerated Differential Evolution for High-Dimensional Nonconvex Optimization	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1016/j.neunet.2026.108955	Consistency guided multiple plane image construction for novel view synthesis	Neural Networks	2026	pending	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1016/j.neunet.2026.109584	Reservoir computing with neural activity inputs predicts behavior and neural dynamics in mouse decision-making	Neural Networks	2026	partial	blocked	探测到候选 PDF，但下载请求被 HTTP 错误拒绝。	elsevier
10.1109/tpami.2026.3689780	Advancing In-Context Learning for Efficient and Stable Medical Report Generation	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3688946	Learned Optimal Visual Time-of-Flight Imaging With Fisher Information Guidance	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tnnls.2026.3673760	When Optimal Transport Meets Photo-Realistic Image Dehazing With Unpaired Training	IEEE Transactions on Neural Networks and Learning Systems	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tpami.2026.3687933	Continual Test-Time Training on Graphs via Adaptive Prompts Integration	IEEE Transactions on Pattern Analysis and Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1109/tai.2026.3674873	MSFASA-3DNet: Multi-Scale Feature Aggregation and Spatial Attention for 3-D Object Detection	IEEE Transactions on Artificial Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	ieee
10.1038/s42256-026-01302-z	Steering machine reasoning with brain signals	Nature Machine Intelligence	2026	partial	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	springer-nature
10.1016/j.neunet.2026.109563	Orbit-based universal approximation via hypercyclicity on compact–open topology	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
10.1038/s42256-026-01289-7	Quantum neural operators with implicit quadratic frame and expressivity advantages	Nature Machine Intelligence	2026	complete	no-file	Zenodo 仅代码 zip，Nature 文章页无开放 PDF	springer-nature
10.1109/tnnls.2026.3659534	Benefiting From OOD Samples in Open-Set Semi-Supervised Object Detection	IEEE TNNLS	2026	complete	not-oa	IEEE closed，无 OA	ieee
10.1016/j.neunet.2026.109538	Patient-independent seizure onset zone localization with generalizable feature learning and multi-task supervision	Neural Networks	2026	complete	blocked	ScienceDirect pdfft 反爬 HTTPError	elsevier
10.1145/3838797	APKOS: Accurate and Privacy-Preserving Keyword Spotting for Intelligent Voice Assistant Systems	ACM TOPS	2026	complete	blocked	ACM dl.acm.org/pdf 反爬 HTTPError	acm
10.1093/cybsec/tyag022	Secure and verifiable coercion-resistant electronic exam	J. Cybersecurity	2026	complete	blocked	OUP article-pdf 反爬 HTTPError	oxford
10.1038/s42256-026-01299-5	Enhancing reproducibility in hybrid Earth system models	Nature Machine Intelligence	2026	complete	not-oa	Nature MI closed，无 OA	springer-nature
10.1145/3833421	Hook & Match - Development and Evaluation of a Pair Matching Phishing Card Game	ACM TOPS	2026	complete	blocked	ACM dl.acm.org/pdf 反爬 HTTPError	acm
10.1016/j.artint.2026.104603	Probing diametric coordination graphs for multi-agent reinforcement learning	Artificial Intelligence	2026	complete	blocked	ScienceDirect pdfft 反爬 HTTPError	elsevier
10.1177/0926227x261476666	Robust backdoor attacks against fine-tuning-based transfer learning via self-attention distillation	JCS	2026	complete	not-oa	JCS closed，无 OA	sage
10.1109/tkde.2026.3709786	Data-Centric Challenges, Techniques, and Impacts: A Survey on Image Data Perturbation	IEEE TKDE	2026	complete	not-oa	IEEE TKDE closed，无 OA	ieee
10.1109/tpami.2026.3691448	MMA++: Effective Multi-Modal Adaptation for Vision-Language Models	IEEE TPAMI	2026	complete	not-oa	IEEE TPAMI closed，无 OA	ieee
10.1093/cybsec/tyag003	Fake it till you make it: the psychological and communication tactics behind "Pig Butchering" scams	J. Cybersecurity	2026	complete	blocked	OUP gold OA 反爬，DOI 跳转被 WAF 拦	oxford
10.1016/j.neunet.2026.108904	Beyond semantics: Exploiting propagation structures with dual-adapter LLMs for fake news detection	Neural Networks	2026	pending	not-oa	OpenAlex 标记为 closed，未发现公开 PDF。	elsevier
